                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     57,                0.87399,                 7.0368,                      0,                0.98742,                 1.2216,                0.87101,                0.84569,                0.91473,                0.63911,                0.25053,                0.25171,                0.18713,                0.04599,                    nan,                 6.9562,                      0,                    nan,                    nan,             0.00074282,             0.00074282,             0.00074282
                     58,                0.85081,                  6.883,                      0,                0.90082,                 1.2154,                  0.815,                0.79138,                0.86764,                0.61837,                0.41516,                0.23512,                0.22769,                0.04908,                    nan,                 7.0182,                      0,                    nan,                    nan,             0.00072631,             0.00072631,             0.00072631
                     59,                0.86374,                  6.819,                      0,                 0.9691,                 1.2106,                0.86247,                0.80623,                0.90855,                0.64765,                0.40062,                0.22651,                0.20053,                0.05186,                    nan,                 6.8576,                      0,                    nan,                    nan,             0.00070981,             0.00070981,             0.00070981
                     60,                0.85062,                 6.8364,                      0,                0.93872,                 1.2099,                0.91459,                 0.8568,                0.92755,                0.66551,                0.37145,                0.26618,                0.20705,                0.05191,                    nan,                 6.8624,                      0,                    nan,                    nan,             0.00069331,             0.00069331,             0.00069331
                     61,                0.82981,                 6.8417,                      0,                 0.9175,                 1.2127,                0.88734,                0.86169,                0.91688,                 0.6641,                0.32665,                 0.2839,                 0.2033,                0.05443,                    nan,                 6.8546,                      0,                    nan,                    nan,              0.0006768,              0.0006768,              0.0006768
                     62,                0.82404,                 6.7478,                      0,                 0.8953,                 1.1966,                0.86968,                0.86159,                0.91131,                0.64034,                0.26241,                0.25601,                0.19412,                0.05447,                    nan,                 6.8437,                      0,                    nan,                    nan,              0.0006603,              0.0006603,              0.0006603
                     63,                0.86054,                 6.8204,                      0,                0.91867,                 1.2258,                0.84807,                0.85236,                0.90783,                0.63373,                0.33772,                0.30163,                0.23038,                0.05441,                    nan,                 6.7692,                      0,                    nan,                    nan,              0.0006438,              0.0006438,              0.0006438
                     64,                0.82626,                 6.6969,                      0,                0.90758,                 1.2085,                0.85995,                0.78467,                0.88957,                0.61683,                0.29431,                0.23285,                0.18944,                0.04875,                    nan,                 6.8549,                      0,                    nan,                    nan,             0.00062729,             0.00062729,             0.00062729
                     65,                0.81858,                 6.4975,                      0,                0.87276,                 1.2147,                0.81725,                0.84564,                0.88724,                0.62692,                0.33722,                0.23512,                0.21073,                0.05517,                    nan,                 6.7421,                      0,                    nan,                    nan,             0.00061079,             0.00061079,             0.00061079
                     66,                0.81389,                 6.7269,                      0,                0.87101,                 1.1765,                 0.7856,                0.89122,                0.90324,                0.63144,                0.26041,                0.30163,                0.21632,                0.06155,                    nan,                 6.7129,                      0,                    nan,                    nan,             0.00059429,             0.00059429,             0.00059429
                     67,                0.77354,                 6.7232,                      0,                0.85788,                 1.1596,                0.77478,                0.83448,                0.86064,                0.61226,                0.33264,                0.20862,                0.18484,                0.04568,                    nan,                 6.8019,                      0,                    nan,                    nan,             0.00057778,             0.00057778,             0.00057778
                     68,                 0.7861,                 6.3561,                      0,                0.81358,                 1.1704,                0.85177,                0.72602,                0.82593,                0.59907,                0.38615,                0.17854,                0.19317,                0.04769,                    nan,                 6.7588,                      0,                    nan,                    nan,             0.00056128,             0.00056128,             0.00056128
                     69,                0.83322,                 6.8443,                      0,                0.91866,                 1.2132,                0.77828,                0.74727,                0.82256,                0.57676,                0.40116,                0.18132,                0.17815,                0.03966,                    nan,                 6.8752,                      0,                    nan,                    nan,             0.00054478,             0.00054478,             0.00054478
                     70,                0.82519,                 6.6913,                      0,                0.92115,                 1.2232,                0.80265,                0.73154,                0.84124,                0.56829,                0.34245,                0.29171,                0.26221,                0.05024,                    nan,                 6.7352,                      0,                    nan,                    nan,             0.00052827,             0.00052827,             0.00052827
                     71,                0.82442,                 6.5476,                      0,                0.88672,                 1.1958,                0.77146,                0.81138,                0.85866,                0.61237,                0.45059,                0.24618,                0.25349,                0.05236,                    nan,                 6.7231,                      0,                    nan,                    nan,             0.00051177,             0.00051177,             0.00051177
                     72,                0.76848,                 6.5365,                      0,                0.85871,                 1.1408,                0.82633,                0.79437,                0.86894,                0.60802,                 0.3273,                0.33382,                0.27835,                0.06519,                    nan,                 6.7015,                      0,                    nan,                    nan,             0.00049527,             0.00049527,             0.00049527
                     73,                0.72254,                 6.3125,                      0,                0.77729,                 1.1325,                0.78358,                0.86665,                0.89534,                0.67176,                0.42063,                0.24732,                0.24316,                0.05484,                    nan,                 6.6095,                      0,                    nan,                    nan,             0.00047876,             0.00047876,             0.00047876
                     74,                0.77983,                 6.4484,                      0,                0.83285,                 1.1664,                 0.7891,                0.88734,                 0.8888,                0.66035,                0.28778,                0.37154,                0.25775,                0.05587,                    nan,                 6.6438,                      0,                    nan,                    nan,             0.00046226,             0.00046226,             0.00046226
                     75,                0.72244,                 6.1731,                      0,                0.81267,                 1.1495,                0.83449,                0.87541,                0.91987,                0.66264,                0.30189,                0.33382,                 0.2062,                0.04934,                    nan,                 6.6213,                      0,                    nan,                    nan,             0.00044576,             0.00044576,             0.00044576
                     76,                0.70848,                 6.5513,                      0,                0.83058,                 1.1284,                0.80073,                0.85902,                0.89162,                0.64508,                 0.2753,                0.29724,                0.19144,                0.04704,                    nan,                 6.6109,                      0,                    nan,                    nan,             0.00042925,             0.00042925,             0.00042925
                     77,                0.75632,                 6.6197,                      0,                0.84556,                 1.1446,                0.81096,                0.84683,                0.89064,                0.64417,                0.30091,                0.33382,                0.23416,                0.06331,                    nan,                 6.6455,                      0,                    nan,                    nan,             0.00041275,             0.00041275,             0.00041275
                     78,                0.76998,                 6.2652,                      0,                 0.8515,                 1.1866,                 0.8048,                 0.8381,                0.88819,                0.65119,                0.41031,                0.28618,                0.22685,                 0.0611,                    nan,                  6.703,                      0,                    nan,                    nan,             0.00039625,             0.00039625,             0.00039625
                     79,                0.71911,                  6.428,                      0,                0.76095,                 1.1198,                0.85578,                0.86569,                0.91796,                0.66396,                0.40707,                0.28618,                0.25608,                0.06487,                    nan,                 6.6264,                      0,                    nan,                    nan,             0.00037974,             0.00037974,             0.00037974
                     80,                 0.7482,                 6.3796,                      0,                0.79818,                 1.1592,                0.89758,                0.85896,                0.91309,                0.63266,                0.32646,                0.31496,                0.23354,                0.05935,                    nan,                   6.62,                      0,                    nan,                    nan,             0.00036324,             0.00036324,             0.00036324
                     81,                0.73834,                 6.3262,                      0,                0.78367,                 1.1554,                0.88275,                0.82244,                0.90975,                0.64089,                0.42257,                0.30943,                0.26102,                0.06308,                    nan,                 6.6139,                      0,                    nan,                    nan,             0.00034674,             0.00034674,             0.00034674
                     82,                0.75235,                 6.3094,                      0,                0.80903,                 1.1753,                0.85249,                0.87595,                 0.8984,                0.63987,                0.34486,                0.29057,                0.21884,                0.06887,                    nan,                 6.5089,                      0,                    nan,                    nan,             0.00033023,             0.00033023,             0.00033023
                     83,                0.74774,                 6.3795,                      0,                 0.8195,                 1.1628,                 0.8833,                0.82721,                0.90701,                0.64055,                0.37243,                 0.3161,                0.24925,                 0.0628,                    nan,                 6.5004,                      0,                    nan,                    nan,             0.00031373,             0.00031373,             0.00031373
                     84,                0.73485,                 6.1228,                      0,                0.82226,                 1.1529,                0.91397,                0.78244,                0.90898,                0.64611,                0.42162,                 0.3039,                0.27483,                0.07508,                    nan,                 6.4036,                      0,                    nan,                    nan,             0.00029723,             0.00029723,             0.00029723
                     85,                0.71048,                 6.3708,                      0,                0.78904,                 1.1294,                0.87493,                0.86218,                0.92919,                0.66337,                0.41037,                0.37821,                 0.3035,                0.07398,                    nan,                 6.4075,                      0,                    nan,                    nan,             0.00028072,             0.00028072,             0.00028072
                     86,                0.69732,                 6.2896,                      0,                0.77715,                 1.1299,                0.84609,                0.89122,                0.91933,                 0.6499,                0.34219,                0.37924,                 0.2558,                0.06917,                    nan,                 6.4551,                      0,                    nan,                    nan,             0.00026422,             0.00026422,             0.00026422
                     87,                0.68203,                 6.1836,                      0,                0.77251,                 1.1246,                0.82623,                0.87122,                0.90775,                0.65457,                0.34468,                0.37707,                0.26823,                0.06608,                    nan,                 6.4474,                      0,                    nan,                    nan,             0.00024772,             0.00024772,             0.00024772
                     88,                0.67419,                 6.2928,                      0,                0.74807,                 1.1125,                0.87764,                0.87019,                0.93636,                0.68897,                0.41302,                0.34715,                0.27462,                0.06808,                    nan,                  6.433,                      0,                    nan,                    nan,             0.00023121,             0.00023121,             0.00023121
                     89,                0.67956,                 6.1827,                      0,                0.77952,                 1.1321,                0.93455,                0.81328,                0.93339,                0.68153,                 0.3325,                0.33382,                0.24115,                0.06879,                    nan,                 6.3527,                      0,                    nan,                    nan,             0.00021471,             0.00021471,             0.00021471
                     90,                0.71638,                 6.0254,                      0,                0.75892,                 1.1369,                0.84816,                0.83591,                0.91506,                0.67093,                0.34443,                0.34049,                0.24742,                0.06281,                    nan,                  6.362,                      0,                    nan,                    nan,             0.00019821,             0.00019821,             0.00019821
                     91,                0.54341,                  5.294,                      0,                0.53575,                 1.0148,                0.82581,                0.82683,                0.89931,                0.66357,                0.46462,                0.33763,                0.28405,                0.06619,                    nan,                  6.363,                      0,                    nan,                    nan,              0.0001817,              0.0001817,              0.0001817
                     92,                 0.5165,                 5.3383,                      0,                0.51695,                 1.0221,                0.86525,                0.77805,                0.89068,                0.65521,                0.42615,                0.31724,                0.29281,                0.07145,                    nan,                 6.3644,                      0,                    nan,                    nan,              0.0001652,              0.0001652,              0.0001652
                     93,                0.48468,                 5.1372,                      0,                0.48427,                0.99188,                0.85268,                0.81843,                0.89051,                0.66877,                0.33534,                0.33496,                0.24994,                0.06047,                    nan,                 6.3596,                      0,                    nan,                    nan,              0.0001487,              0.0001487,              0.0001487
                     94,                0.47869,                  5.343,                      0,                0.47176,                0.97452,                0.87046,                0.80358,                0.90864,                0.68523,                0.35914,                0.33496,                0.26809,                0.06871,                    nan,                 6.3026,                      0,                    nan,                    nan,             0.00013219,             0.00013219,             0.00013219
                     95,                0.47001,                 5.2114,                      0,                 0.4742,                0.98147,                 0.8974,                 0.7995,                0.92265,                0.69799,                0.39522,                0.34715,                0.29061,                0.07648,                    nan,                 6.2929,                      0,                    nan,                    nan,             0.00011569,             0.00011569,             0.00011569
                     96,                0.48192,                 5.1005,                      0,                0.46615,                0.98804,                0.92282,                0.82701,                0.92972,                0.70837,                0.37577,                0.32829,                0.26167,                0.07072,                    nan,                  6.322,                      0,                    nan,                    nan,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     97,                0.48068,                 4.9929,                      0,                0.47308,                 1.0106,                0.91042,                0.83577,                0.92619,                0.70318,                0.30763,                0.36602,                0.26367,                0.06787,                    nan,                 6.3323,                      0,                    nan,                    nan,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     98,                0.46715,                 5.1439,                      0,                0.46451,                0.99403,                0.86462,                0.86472,                0.91711,                0.68712,                0.31488,                0.34715,                0.25853,                0.07316,                    nan,                 6.3054,                      0,                    nan,                    nan,              6.618e-05,              6.618e-05,              6.618e-05
                     99,                0.45543,                 5.1864,                      0,                0.46094,                0.98001,                0.84715,                0.89008,                0.90982,                0.68967,                0.33178,                0.36602,                0.25673,                0.07273,                    nan,                 6.2968,                      0,                    nan,                    nan,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    100,                0.46968,                 5.0236,                      0,                0.47106,                0.98815,                0.84219,                0.89627,                0.91348,                0.69158,                0.33971,                0.37721,                0.28864,                 0.0737,                    nan,                 6.2907,                      0,                    nan,                    nan,             3.3173e-05,             3.3173e-05,             3.3173e-05
