                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     43,                 1.2332,                 6.2821,                0.37202,                 1.2781,                  1.564,                0.90463,                0.83505,                0.88944,                0.50629,                0.31333,                0.23647,                0.19863,                0.03021,                    nan,                 10.916,                 1.4945,                    nan,                    nan,             0.00097386,             0.00097386,             0.00097386
                     44,                 1.2168,                 6.4319,                0.37746,                 1.2147,                 1.5642,                0.85676,                 0.8343,                0.89543,                0.53982,                0.33308,                0.28301,                0.20506,                0.03154,                    nan,                 10.966,                 1.3593,                    nan,                    nan,             0.00095736,             0.00095736,             0.00095736
                     45,                 1.1693,                 6.2893,                 0.3644,                 1.1552,                 1.5148,                0.89406,                0.83036,                0.87779,                0.54168,                0.29653,                0.23593,                0.13764,                0.02213,                    nan,                 11.012,                  1.353,                    nan,                    nan,             0.00094085,             0.00094085,             0.00094085
                     46,                 1.1795,                 6.2597,                0.37668,                 1.1715,                 1.5321,                0.87447,                0.80357,                0.89458,                0.55632,                0.40671,                0.29437,                0.25327,                0.03663,                    nan,                 10.883,                 1.6137,                    nan,                    nan,             0.00092435,             0.00092435,             0.00092435
                     47,                 1.1587,                 6.2371,                0.38859,                 1.2184,                 1.5109,                0.92304,                0.79997,                0.91036,                0.51603,                 0.3854,                0.26028,                 0.2051,                0.03867,                    nan,                 10.933,                 1.5603,                    nan,                    nan,             0.00090785,             0.00090785,             0.00090785
                     48,                 1.1449,                 6.0817,                0.36378,                 1.1799,                 1.5035,                0.85308,                 0.7224,                0.87428,                0.52793,                0.31594,                0.22511,                0.16874,                0.02872,                    nan,                 11.109,                 1.3621,                    nan,                    nan,             0.00089134,             0.00089134,             0.00089134
                     49,                 1.2055,                 6.2741,                0.37143,                 1.1752,                 1.5157,                0.87326,                0.83247,                0.88584,                0.51188,                0.44441,                0.29041,                0.24477,                0.04573,                    nan,                  11.01,                 1.3875,                    nan,                    nan,             0.00087484,             0.00087484,             0.00087484
                     50,                 1.2361,                 6.2219,                0.37154,                 1.2342,                 1.5524,                0.85818,                0.75703,                 0.8809,                0.54705,                0.33023,                0.25192,                0.14221,                0.02013,                    nan,                 11.071,                 1.2601,                    nan,                    nan,             0.00085834,             0.00085834,             0.00085834
                     51,                 1.1429,                 5.8338,                0.35188,                  1.165,                 1.4818,                0.80128,                 0.7752,                0.87276,                 0.5224,                0.31952,                0.17749,                0.15214,                0.02351,                    nan,                 10.991,                 1.3216,                    nan,                    nan,             0.00084184,             0.00084184,             0.00084184
                     52,                  1.207,                 6.0373,                0.36371,                 1.1708,                 1.5292,                0.84463,                 0.8382,                  0.873,                0.53581,                0.31616,                0.28276,                0.16866,                0.03634,                    nan,                 10.904,                 1.4046,                    nan,                    nan,             0.00082533,             0.00082533,             0.00082533
                     53,                 1.1568,                 6.1706,                0.35913,                 1.1967,                 1.5109,                 0.8351,                0.78403,                0.87979,                0.51104,                0.31167,                0.28301,                0.18737,                0.03077,                    nan,                 10.899,                  1.259,                    nan,                    nan,             0.00080883,             0.00080883,             0.00080883
                     54,                 1.1585,                 5.9963,                0.35314,                 1.1628,                  1.513,                0.76911,                0.84949,                0.85967,                0.50896,                0.28126,                0.24556,                0.13458,                0.01839,                    nan,                 10.874,                 1.4462,                    nan,                    nan,             0.00079233,             0.00079233,             0.00079233
                     55,                 1.1397,                  6.049,                0.35963,                 1.1616,                 1.4932,                0.76383,                0.87229,                0.89134,                0.52933,                0.43393,                0.28355,                0.27377,                0.05643,                    nan,                 10.888,                 1.5221,                    nan,                    nan,             0.00077582,             0.00077582,             0.00077582
